ProjectID,text,labels,processed_text,bigrams,trigrams,labels_num
3, The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.,F,"['system', 'shall', 'able', 'display', 'printable', 'summary', 'individual', 'nursing', 'student', 'include', 'limit', 'student', 'student', 'admission', 'date', 'class', 'credit', 'gpa', 'cohort', 'student', 'enrol']","['system', 'shall', 'able', 'display', 'printable', 'summary', 'individual', 'nursing', 'student', 'include', 'limit', 'student', 'student', 'admission', 'date', 'class', 'credit', 'gpa', 'cohort', 'student', 'enrol']","['system', 'shall', 'able', 'display', 'printable', 'summary', 'individual', 'nursing', 'student', 'include', 'limit', 'student', 'student', 'admission', 'date', 'class', 'credit', 'gpa', 'cohort', 'student', 'enrol']",0
3,The system shall be able to display a printable summary of the system log.,F,"['system', 'shall', 'able', 'display', 'printable', 'summary', 'system', 'log']","['system', 'shall', 'able', 'display', 'printable', 'summary', 'system', 'log']","['system', 'shall', 'able', 'display', 'printable', 'summary', 'system', 'log']",0
3, The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators.,F,"['system', 'shall', 'contain', 'contact', 'information', 'e', 'mail', 'phone', 'number', 'people', 'relevant', 'system', 'include', 'limited', 'staff', 'member', 'student', 'lecture', 'instructor', 'clinical', 'lab', 'instructor', 'clinical', 'site', 'administrator']","['system', 'shall', 'contain', 'contact_information', 'e', 'mail', 'phone', 'number', 'people', 'relevant', 'system', 'include_limited', 'staff_member', 'student', 'lecture', 'instructor', 'clinical_lab', 'instructor', 'clinical_site', 'administrator']","['system', 'shall', 'contain', 'contact_information', 'e', 'mail', 'phone', 'number', 'people', 'relevant', 'system', 'include_limited', 'staff_member', 'student', 'lecture', 'instructor', 'clinical_lab', 'instructor', 'clinical_site', 'administrator']",0
3,The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.,F,"['system', 'use', 'stored', 'e', 'mail', 'address', 'primary', 'mean', 'communicate', 'information', 'affect', 'party']","['system', 'use', 'stored', 'e', 'mail', 'address', 'primary', 'mean', 'communicate', 'information', 'affect', 'party']","['system', 'use', 'stored', 'e', 'mail', 'address', 'primary', 'mean', 'communicate', 'information', 'affect', 'party']",0
3, The system will notify affected parties for routine communication purposes  including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.,F,"['system', 'notify', 'affected', 'party', 'routine', 'communication', 'purpose', 'include', 'limited', 'inform', 'student', 'upcome', 'offer', 'class', 'timeline', 'schedule', 'shall']","['system', 'notify', 'affected', 'party', 'routine', 'communication', 'purpose', 'include_limited', 'inform', 'student', 'upcome', 'offer', 'class', 'timeline', 'schedule', 'shall']","['system', 'notify', 'affected', 'party', 'routine', 'communication', 'purpose', 'include_limited', 'inform', 'student', 'upcome', 'offer', 'class', 'timeline', 'schedule', 'shall']",0
3, The system will notify affected parties when changes occur affecting clinicals  including but not limited to clinical section capacity changes  and clinical section cancellations.,F,"['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'clinical', 'include', 'limited', 'clinical', 'section', 'capacity', 'change', 'clinical', 'section', 'cancellation']","['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'clinical', 'include_limited', 'clinical', 'section', 'capacity', 'change', 'clinical', 'section', 'cancellation']","['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'clinical', 'include_limited', 'clinical', 'section', 'capacity', 'change', 'clinical', 'section', 'cancellation']",0
3, The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,F,"['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'class', 'include', 'limited', 'class', 'cancellation', 'class', 'section', 'detail', 'change', 'change', 'class', 'offering', 'give', 'quarter']","['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'class', 'include_limited', 'class', 'cancellation', 'class', 'section', 'detail', 'change', 'change', 'class', 'offering', 'give', 'quarter']","['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'class', 'include_limited', 'class', 'cancellation', 'class', 'section', 'detail', 'change', 'change', 'class', 'offering', 'give', 'quarter']",0
3, The system will notify affected parties when changes occur affecting cohorts  including but not limited to changes to the sequence for a cohort’s program of study and changes to a given week’s schedule (lab cancelled this week due to instructor illness).,F,"['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'cohort', 'include', 'limit', 'change', 'sequence', 'cohort', 'program', 'study', 'change', 'give', 'week', 'schedule', 'lab', 'cancel', 'week', 'instructor', 'illness']","['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'cohort', 'include', 'limit', 'change', 'sequence', 'cohort', 'program_study', 'change', 'give', 'week', 'schedule', 'lab', 'cancel', 'week', 'instructor', 'illness']","['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'cohort', 'include', 'limit', 'change', 'sequence', 'cohort', 'program_study', 'change', 'give', 'week', 'schedule', 'lab', 'cancel', 'week', 'instructor', 'illness']",0
3, The system will notify affected parties when changes occur affecting specific students  including but not limited to changing a student’s status from full time to part time and moving a student to a different clinical section.,F,"['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'specific', 'student', 'include', 'limited', 'change', 'student', 'status', 'time', 'time', 'move', 'student', 'different', 'clinical', 'section']","['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'specific', 'student', 'include_limited', 'change', 'student', 'status', 'time', 'time', 'move', 'student', 'different', 'clinical', 'section']","['system', 'notify', 'affected', 'party', 'change', 'occur', 'affect', 'specific', 'student', 'include_limited', 'change', 'student', 'status', 'time', 'time', 'move', 'student', 'different', 'clinical', 'section']",0
3, Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts  including cohort identifier  program of study  preferred sequence of classes and quarters that a cohort will be taking specific classes.,F,"['program', 'administrators', 'nursing', 'staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'cohort', 'include', 'cohort', 'identifier', 'program', 'study', 'prefer', 'sequence', 'class', 'quarter', 'cohort', 'take', 'specific', 'class']","['program_administrators', 'nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'cohort', 'include', 'cohort', 'identifier', 'program_study', 'prefer', 'sequence_class', 'quarter', 'cohort', 'take', 'specific', 'class']","['program_administrators_nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'cohort', 'include', 'cohort', 'identifier', 'program_study', 'prefer', 'sequence_class', 'quarter', 'cohort', 'take', 'specific', 'class']",0
3, Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department  including the Program of study name  and required classes for that Program of Study.,F,"['program', 'administrators', 'nursing', 'staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'program', 'study', 'nursing', 'department', 'include', 'program', 'study', 'require', 'class', 'program', 'study']","['program_administrators', 'nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'program_study', 'nursing', 'department', 'include', 'program_study', 'require', 'class', 'program_study']","['program_administrators_nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'program_study', 'nursing', 'department', 'include', 'program_study', 'require', 'class', 'program_study']",0
3, Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site  including the clinical site name  site contact person  contact information  and address.,F,"['program', 'administrators', 'nursing', 'staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'clinical', 'site', 'include', 'clinical', 'site', 'site', 'contact', 'person', 'contact', 'information', 'address']","['program_administrators', 'nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'clinical_site', 'include', 'clinical_site', 'site', 'contact', 'person', 'contact_information', 'address']","['program_administrators_nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'clinical_site', 'include', 'clinical_site', 'site', 'contact', 'person', 'contact_information', 'address']",0
3, Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section  including the clinical site name  the department/section for the lab  the class  instructor  day and time of lab  and contact information.,F,"['program', 'administrators', 'nursing', 'staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'clinical', 'lab', 'section', 'include', 'clinical', 'site', 'department', 'section', 'lab', 'class', 'instructor', 'day', 'time', 'lab', 'contact', 'information']","['program_administrators', 'nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'clinical_lab', 'section', 'include', 'clinical_site', 'department', 'section', 'lab', 'class', 'instructor', 'day', 'time', 'lab', 'contact_information']","['program_administrators_nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'clinical_lab_section', 'include', 'clinical_site', 'department', 'section', 'lab', 'class', 'instructor', 'day', 'time', 'lab', 'contact_information']",0
3, Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student  including student ID  student name  phone number  e-mail  status (full time or part time)  and program of study.,F,"['program', 'administrators', 'nursing', 'staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'nursing', 'student', 'include', 'student', 'student', 'phone', 'number', 'e', 'mail', 'status', 'time', 'time', 'program', 'study']","['program_administrators', 'nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'nursing', 'student', 'include', 'student', 'student', 'phone', 'number', 'e', 'mail', 'status', 'time', 'time', 'program_study']","['program_administrators_nursing_staff', 'member', 'shall', 'ability', 'modify', 'information', 'relate', 'nursing', 'student', 'include', 'student', 'student', 'phone', 'number', 'e', 'mail', 'status', 'time', 'time', 'program_study']",0
4,The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.,NF,"['disputes', 'application', 'shall', 'comply', 'corporate', 'standard', 'user', 'interface', 'creation', 'internally', 'externally', 'application']","['disputes_application', 'shall', 'comply', 'corporate', 'standard', 'user', 'interface', 'creation', 'internally', 'externally', 'application']","['disputes_application', 'shall', 'comply', 'corporate', 'standard', 'user', 'interface', 'creation', 'internally', 'externally', 'application']",1
4,All screens created as part of the Disputes application must comply with corporate standards for interface creation.,NF,"['screen', 'create', 'dispute', 'application', 'comply', 'corporate', 'standard', 'interface', 'creation']","['screen', 'create', 'dispute', 'application', 'comply', 'corporate', 'standard', 'interface', 'creation']","['screen', 'create', 'dispute', 'application', 'comply', 'corporate', 'standard', 'interface', 'creation']",1
4,The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,NF,"['list', 'dispute', 'case', 'display', 'search', 'perform', 'color', 'code', 'easy', 'identification', 'dispute', 'case', 'base', 'dispute', 'case', 'status']","['list', 'dispute_case', 'display', 'search', 'perform', 'color', 'code', 'easy', 'identification', 'dispute_case', 'base', 'dispute_case', 'status']","['list', 'dispute_case', 'display', 'search', 'perform', 'color', 'code', 'easy', 'identification', 'dispute_case', 'base', 'dispute_case', 'status']",1
4,100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.,NF,"['cardmember', 'merchant', 'service', 'representative', 'shall', 'use', 'disputes', 'application', 'regularly', 'training', 'course']","['cardmember', 'merchant', 'service', 'representative', 'shall', 'use', 'disputes_application', 'regularly', 'training', 'course']","['cardmember', 'merchant', 'service', 'representative', 'shall', 'use', 'disputes_application', 'regularly', 'training', 'course']",1
4,100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,NF,"['cardmember', 'service', 'representative', 'shall', 'able', 'successfully', 'create', 'dispute', 'case', 'encounter', 'complete', 'training', 'course']","['cardmember', 'service', 'representative', 'shall', 'able', 'successfully', 'create', 'dispute_case', 'encounter', 'complete', 'training', 'course']","['cardmember', 'service', 'representative', 'shall', 'able_successfully', 'create', 'dispute_case', 'encounter', 'complete', 'training', 'course']",1
4,100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.,NF,"['merchant', 'service', 'representative', 'shall', 'able', 'successfully', 'perform', 'follow', 'action', 'dispute', 'case', 'encounter', 'complete', 'training', 'course']","['merchant', 'service', 'representative', 'shall', 'able', 'successfully', 'perform', 'follow', 'action', 'dispute_case', 'encounter', 'complete', 'training', 'course']","['merchant', 'service', 'representative', 'shall', 'able_successfully', 'perform', 'follow', 'action', 'dispute_case', 'encounter', 'complete', 'training', 'course']",1
4,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,NF,"['maximum', 'wait', 'time', 'user', 'navigate', 'screen', 'dispute', 'application', 'shall', 'second']","['maximum', 'wait', 'time', 'user', 'navigate', 'screen', 'dispute', 'application', 'shall', 'second']","['maximum', 'wait', 'time', 'user', 'navigate', 'screen', 'dispute', 'application', 'shall', 'second']",1
4,The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,NF,"['disputes', 'application', 'shall', 'support', 'concurrent', 'user', 'degradation', 'performance', 'application']","['disputes_application', 'shall', 'support', 'concurrent', 'user', 'degradation', 'performance', 'application']","['disputes_application', 'shall', 'support', 'concurrent', 'user', 'degradation', 'performance', 'application']",1
4, The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday – Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,NF,"['disputes', 'application', 'shall', 'available', 'exception', 'following', 'scheduled', 'maintenance', 'window', 'monday', 'saturday', 'est', 'sunday', 'est']","['disputes_application', 'shall', 'available', 'exception', 'following', 'scheduled', 'maintenance', 'window', 'monday', 'saturday', 'est', 'sunday', 'est']","['disputes_application', 'shall', 'available', 'exception', 'following', 'scheduled', 'maintenance', 'window', 'monday', 'saturday', 'est', 'sunday', 'est']",1
4,The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database,NF,"['disputes', 'application', 'shall', 'interface', 'statement', 'database', 'statement', 'database', 'provide', 'transaction', 'detail', 'disputes', 'system', 'transaction', 'detail', 'obtained', 'statement', 'database']","['disputes_application', 'shall', 'interface', 'statement', 'database', 'statement', 'database', 'provide', 'transaction', 'detail', 'disputes_system', 'transaction', 'detail', 'obtained', 'statement', 'database']","['disputes_application', 'shall', 'interface', 'statement', 'database', 'statement', 'database', 'provide', 'transaction', 'detail', 'disputes_system', 'transaction', 'detail', 'obtained', 'statement', 'database']",1
4,The Disputes application shall interface with the Cardmember Information Database.  The Cardmember Information Database provides detailed information with regard to a cardmember.  All cardmember detail information must be obtained from the Cardmember Information Database.,NF,"['disputes', 'application', 'shall', 'interface', 'cardmember', 'information', 'database', 'cardmember', 'information', 'database', 'provide', 'detailed', 'information', 'regard', 'cardmember', 'cardmember', 'detail', 'information', 'obtain', 'cardmember', 'information', 'database']","['disputes_application', 'shall', 'interface', 'cardmember', 'information', 'database', 'cardmember', 'information', 'database', 'provide', 'detailed', 'information', 'regard', 'cardmember', 'cardmember', 'detail', 'information', 'obtain', 'cardmember', 'information', 'database']","['disputes_application', 'shall', 'interface', 'cardmember', 'information', 'database', 'cardmember', 'information', 'database', 'provide', 'detailed', 'information', 'regard', 'cardmember', 'cardmember', 'detail', 'information', 'obtain', 'cardmember', 'information', 'database']",1
4,The Disputes applications shall interface with the Merchant Information Database.  The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.,NF,"['disputes', 'application', 'shall', 'interface', 'merchant', 'information', 'database', 'merchant', 'information', 'database', 'provide', 'detailed', 'information', 'regard', 'merchant', 'merchant', 'detail', 'information', 'shall', 'obtain', 'merchant', 'information', 'database']","['disputes_application', 'shall', 'interface', 'merchant', 'information', 'database', 'merchant', 'information', 'database', 'provide', 'detailed', 'information', 'regard', 'merchant', 'merchant', 'detail', 'information', 'shall', 'obtain', 'merchant', 'information', 'database']","['disputes_application', 'shall', 'interface', 'merchant', 'information', 'database', 'merchant', 'information', 'database', 'provide', 'detailed', 'information', 'regard', 'merchant', 'merchant', 'detail', 'information', 'shall', 'obtain', 'merchant', 'information', 'database']",1
4,The Disputes application shall interface with the Letters application.  This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.,NF,"['disputes', 'application', 'shall', 'interface', 'letter', 'application', 'allow', 'disputes', 'application', 'request', 'letter', 'dispute', 'initiation', 'dispute', 'follow', 'process', 'letter', 'request', 'sent', 'print', 'letter', 'utility', 'application']","['disputes_application', 'shall', 'interface', 'letter', 'application', 'allow', 'disputes_application', 'request', 'letter', 'dispute', 'initiation', 'dispute', 'follow', 'process', 'letter', 'request', 'sent', 'print', 'letter', 'utility', 'application']","['disputes_application', 'shall', 'interface', 'letter', 'application', 'allow', 'disputes_application', 'request', 'letter', 'dispute', 'initiation', 'dispute', 'follow', 'process', 'letter', 'request', 'sent', 'print', 'letter', 'utility', 'application']",1
4,The Disputes application shall interface with the Cardmember Posting and Billing System.  This will allow the Disputes application to request adjustments to cardmember and merchant’s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.,NF,"['disputes', 'application', 'shall', 'interface', 'cardmember', 'posting', 'billing', 'system', 'allow', 'disputes', 'application', 'request', 'adjustment', 'cardmember', 'merchant', 'account', 'adjustment', 'request', 'sent', 'cardmember', 'posting', 'billing', 'system']","['disputes_application', 'shall', 'interface', 'cardmember', 'posting', 'billing', 'system', 'allow', 'disputes_application', 'request', 'adjustment', 'cardmember', 'merchant', 'account', 'adjustment', 'request', 'sent', 'cardmember', 'posting', 'billing', 'system']","['disputes_application', 'shall', 'interface', 'cardmember', 'posting', 'billing', 'system', 'allow', 'disputes_application', 'request', 'adjustment', 'cardmember', 'merchant', 'account', 'adjustment', 'request', 'sent', 'cardmember', 'posting', 'billing', 'system']",1
4,The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.,NF,"['disputes', 'application', 'shall', 'ensure', 'user', 'appropriate', 'access', 'level', 'allow', 'initiate', 'dispute', 'request']","['disputes_application', 'shall', 'ensure', 'user', 'appropriate', 'access', 'level', 'allow', 'initiate', 'dispute', 'request']","['disputes_application', 'shall', 'ensure', 'user', 'appropriate', 'access', 'level', 'allow', 'initiate', 'dispute', 'request']",1
4,Only users with Update access must be able to initiate dispute requests.,NF,"['user', 'update', 'access', 'able', 'initiate', 'dispute', 'request']","['user', 'update', 'access', 'able', 'initiate', 'dispute', 'request']","['user', 'update', 'access', 'able', 'initiate', 'dispute', 'request']",1
4,The Disputes application shall ensure that only authorized users are allowed to logon to the application.,NF,"['disputes', 'application', 'shall', 'ensure', 'authorize', 'user', 'allow', 'logon', 'application']","['disputes_application', 'shall', 'ensure', 'authorize', 'user', 'allow', 'logon', 'application']","['disputes_application', 'shall', 'ensure', 'authorize', 'user', 'allow', 'logon', 'application']",1
4, All authorized users  once authenticated must be able to logon to the Disputes System,NF,"['authorize', 'user', 'authenticate', 'able', 'logon', 'disputes', 'system']","['authorize', 'user', 'authenticate', 'able', 'logon', 'disputes_system']","['authorize', 'user', 'authenticate', 'able', 'logon', 'disputes_system']",1
4,The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level.  The report will be reviewed for auditing purposes.,NF,"['disputes', 'system', 'shall', 'generate', 'user', 'report', 'detail', 'new', 'user', 'add', 'change', 'exist', 'user', 'access', 'level', 'report', 'review', 'auditing', 'purpose']","['disputes_system', 'shall', 'generate', 'user', 'report', 'detail', 'new', 'user', 'add', 'change', 'exist', 'user', 'access', 'level', 'report', 'review', 'auditing', 'purpose']","['disputes_system', 'shall', 'generate', 'user', 'report', 'detail', 'new', 'user', 'add', 'change', 'exist', 'user', 'access', 'level', 'report', 'review', 'auditing', 'purpose']",1
4,All additions of new users and modifications to user’s access shall be recorded on the User Report.,NF,"['addition', 'new', 'user', 'modification', 'user', 'access', 'shall', 'record', 'user', 'report']","['addition', 'new', 'user', 'modification', 'user', 'access', 'shall', 'record', 'user', 'report']","['addition', 'new', 'user', 'modification', 'user', 'access', 'shall', 'record', 'user', 'report']",1
4, If a user account is revoked  it can only be re-instantiated by the System Administrator.,NF,"['user', 'account', 'revoke', 'instantiate', 'system', 'administrator']","['user', 'account', 'revoke', 'instantiate', 'system', 'administrator']","['user', 'account', 'revoke', 'instantiate', 'system', 'administrator']",1
4,Only the System Administrator shall be able to reset a revoked user logon account,NF,"['system', 'administrator', 'shall', 'able', 'reset', 'revoke', 'user', 'logon', 'account']","['system', 'administrator', 'shall', 'able', 'reset', 'revoke', 'user', 'logon', 'account']","['system', 'administrator', 'shall', 'able', 'reset', 'revoke', 'user', 'logon', 'account']",1
4,The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,NF,"['disputes', 'application', 'shall', 'manipulate', 'view', 'business', 'datum', 'user', 'direct', 'access', 'data', 'file', 'database']","['disputes_application', 'shall', 'manipulate', 'view', 'business', 'datum', 'user', 'direct', 'access', 'data', 'file', 'database']","['disputes_application', 'shall', 'manipulate', 'view', 'business', 'datum', 'user', 'direct', 'access', 'data', 'file', 'database']",1
4,All updates to data files or database must be initiated from the Disputes System.,NF,"['update', 'data', 'file', 'database', 'initiate', 'disputes', 'system']","['update', 'data', 'file', 'database', 'initiate', 'disputes_system']","['update', 'data', 'file', 'database', 'initiate', 'disputes_system']",1
4,The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.,NF,"['disputes', 'application', 'conform', 'legal', 'requirement', 'specify', 'merchant', 'operate', 'regulations']","['disputes_application', 'conform', 'legal', 'requirement', 'specify', 'merchant', 'operate', 'regulations']","['disputes_application', 'conform', 'legal', 'requirement', 'specify', 'merchant', 'operate', 'regulations']",1
4,All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.,NF,"['business', 'rule', 'specify', 'disputes', 'system', 'shall', 'compliance', 'merchant', 'operate', 'regulations']","['business', 'rule', 'specify', 'disputes_system', 'shall', 'compliance', 'merchant', 'operate', 'regulations']","['business', 'rule', 'specify', 'disputes_system', 'shall', 'compliance', 'merchant', 'operate', 'regulations']",1
4,The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.,NF,"['disputes', 'application', 'conform', 'legal', 'requirement', 'specify', 'regulation', 'regulation', 'govern', 'credit', 'card', 'dispute', 'processing']","['disputes_application', 'conform', 'legal', 'requirement', 'specify', 'regulation', 'regulation', 'govern', 'credit_card', 'dispute', 'processing']","['disputes_application', 'conform', 'legal', 'requirement', 'specify', 'regulation', 'regulation', 'govern', 'credit_card', 'dispute', 'processing']",1
4,All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.,NF,"['business', 'rule', 'specify', 'disputes', 'system', 'shall', 'compliance', 'guideline', 'regulation', 'regulation']","['business', 'rule', 'specify', 'disputes_system', 'shall', 'compliance', 'guideline', 'regulation', 'regulation']","['business', 'rule', 'specify', 'disputes_system', 'shall', 'compliance', 'guideline', 'regulation', 'regulation']",1
4,The Disputes application must maintain a detailed history of every action that a user takes on a dispute case.  This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.,NF,"['disputes', 'application', 'maintain', 'detailed', 'history', 'action', 'user', 'take', 'dispute', 'case', 'ensure', 'complete', 'audit', 'trail', 'question', 'arise', 'later', 'regard', 'particular', 'dispute', 'case']","['disputes_application', 'maintain', 'detailed', 'history', 'action', 'user', 'take', 'dispute_case', 'ensure', 'complete', 'audit', 'trail', 'question', 'arise', 'later', 'regard', 'particular', 'dispute_case']","['disputes_application', 'maintain', 'detailed', 'history', 'action', 'user', 'take', 'dispute_case', 'ensure', 'complete', 'audit', 'trail', 'question', 'arise', 'later', 'regard', 'particular', 'dispute_case']",1
4,All actions that modify an existing dispute case must be recorded in the case history.,NF,"['action', 'modify', 'exist', 'dispute', 'case', 'recorded', 'case', 'history']","['action', 'modify', 'exist', 'dispute_case', 'recorded', 'case', 'history']","['action', 'modify', 'exist', 'dispute_case', 'recorded', 'case', 'history']",1
4,The Disputes System must be accessible by both internal and external users.,F,"['disputes', 'system', 'accessible', 'internal', 'external', 'user']","['disputes_system', 'accessible', 'internal', 'external', 'user']","['disputes_system', 'accessible', 'internal', 'external', 'user']",0
4,The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.,F,"['disputes', 'system', 'prevent', 'user', 'access', 'dispute', 'case', 'belong', 'cardholder', 'base']","['disputes_system', 'prevent', 'user', 'access', 'dispute_case', 'belong', 'cardholder', 'base']","['disputes_system', 'prevent', 'user', 'access', 'dispute_case', 'belong', 'cardholder', 'base']",0
4,The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,F,"['disputes', 'system', 'facilitate', 'direct', 'data', 'entry', 'dispute', 'case', 'user', 'interface', 'support', 'real', 'time', 'response', 'user']","['disputes_system', 'facilitate', 'direct', 'data', 'entry', 'dispute_case', 'user', 'interface', 'support', 'real', 'time', 'response', 'user']","['disputes_system', 'facilitate', 'direct', 'data', 'entry', 'dispute_case', 'user', 'interface', 'support', 'real', 'time', 'response', 'user']",0
4,The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.,F,"['disputes', 'system', 'provide', 'different', 'level', 'access', 'regard', 'dispute', 'case', 'initiation', 'follow', 'action']","['disputes_system', 'provide', 'different', 'level', 'access', 'regard', 'dispute_case', 'initiation', 'follow', 'action']","['disputes_system', 'provide', 'different', 'level', 'access', 'regard', 'dispute_case', 'initiation', 'follow', 'action']",0
4,The Disputes System shall provide view access capability for authorized users of the application.,F,"['disputes', 'system', 'shall', 'provide', 'view', 'access', 'capability', 'authorize', 'user', 'application']","['disputes_system', 'shall', 'provide', 'view', 'access', 'capability', 'authorize', 'user', 'application']","['disputes_system', 'shall', 'provide', 'view', 'access', 'capability', 'authorize', 'user', 'application']",0
4,The Disputes System shall provide update access capability for authorized users of the application.,F,"['disputes', 'system', 'shall', 'provide', 'update', 'access', 'capability', 'authorize', 'user', 'application']","['disputes_system', 'shall', 'provide', 'update', 'access', 'capability', 'authorize', 'user', 'application']","['disputes_system', 'shall', 'provide', 'update', 'access', 'capability', 'authorize', 'user', 'application']",0
4,The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.,F,"['disputes', 'system', 'allow', 'user', 'select', 'disputable', 'transaction', 'base', 'age', 'transaction', 'user', 'interface', 'initiate', 'dispute', 'ticket', 'retrieval', 'request', 'chargeback', 'notification', 'select', 'transaction']","['disputes_system', 'allow', 'user', 'select', 'disputable', 'transaction', 'base', 'age', 'transaction', 'user', 'interface', 'initiate', 'dispute', 'ticket_retrieval', 'request', 'chargeback', 'notification', 'select', 'transaction']","['disputes_system', 'allow', 'user', 'select', 'disputable', 'transaction', 'base', 'age', 'transaction', 'user', 'interface', 'initiate', 'dispute', 'ticket_retrieval_request', 'chargeback', 'notification', 'select', 'transaction']",0
4,The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.,F,"['disputes', 'system', 'provide', 'user', 'ability', 'initiate', 'single', 'dispute', 'case', 'multiple', 'transaction', 'belong', 'single', 'merchant']","['disputes_system', 'provide', 'user', 'ability', 'initiate', 'single', 'dispute_case', 'multiple', 'transaction', 'belong', 'single', 'merchant']","['disputes_system', 'provide', 'user', 'ability', 'initiate', 'single', 'dispute_case', 'multiple', 'transaction', 'belong', 'single', 'merchant']",0
